Unnamed: 0,ID,Start_Time,Start_Lat,Start_Lng,City,State,Temperature(F)
798,A-799,2016-06-21 16:47:53,38.671062,-121.591881,Sacramento,CA,97.0
799,A-800,2016-06-21 17:55:06,38.566139,-121.336296,Sacramento,CA,98.6
800,A-801,2016-06-21 18:48:19,38.846264,-121.299644,Lincoln,CA,96.8
801,A-802,2016-06-21 18:58:58,38.564201,-121.513878,Sacramento,CA,93.9
802,A-803,2016-06-21 19:21:38,38.682323,-120.847435,El Dorado,CA,86.0
803,A-804,2016-06-21 19:36:26,37.923492,-122.513168,Corte Madera,CA,77.0
804,A-805,2016-06-21 19:38:23,37.692444,-122.140167,San Leandro,CA,66.0
805,A-806,2016-06-21 19:34:13,37.804386,-121.989738,Danville,CA,84.0
806,A-807,2016-06-21 19:45:28,37.252171,-121.95821399999998,Los Gatos,CA,73.0
807,A-808,2016-06-21 19:46:41,37.701649,-121.911278,Pleasanton,CA,80.1
808,A-809,2016-06-21 20:03:18,37.807072,-122.475616,San Francisco,CA,61.0
809,A-810,2016-06-21 20:02:45,37.690559,-122.074669,Castro Valley,CA,66.0
810,A-811,2016-06-21 20:03:23,37.766987,-121.335495,Tracy,CA,88.0
811,A-812,2016-06-21 20:19:38,37.700043,-121.779655,Livermore,CA,80.1
812,A-813,2016-06-21 20:38:09,37.933292,-121.296669,Stockton,CA,81.0
813,A-814,2016-06-21 20:48:42,39.411289,-123.354477,Willits,CA,78.1
814,A-815,2016-06-21 21:18:10,38.556145,-121.443192,Sacramento,CA,80.1
815,A-816,2016-06-21 21:39:20,38.74008900000001,-121.273468,Roseville,CA,80.6
816,A-817,2016-06-21 21:42:40,38.74008900000001,-121.273468,Roseville,CA,80.6
817,A-818,2016-06-21 21:33:47,38.74398400000001,-121.226074,Granite Bay,CA,80.6
818,A-819,2016-06-21 21:45:26,38.477348,-122.73214,Santa Rosa,CA,59.0
819,A-820,2016-06-21 22:01:11,37.364136,-122.124481,Los Altos,CA,64.0
820,A-821,2016-06-21 22:02:04,37.314922,-121.910576,San Jose,CA,64.9
821,A-822,2016-06-21 22:26:36,37.955566,-122.370888,Richmond,CA,72.0
822,A-823,2016-06-21 22:55:09,38.501938,-121.789146,Dixon,CA,69.8
823,A-824,2016-06-21 23:46:57,38.714298,-121.540237,Sacramento,CA,71.1
824,A-825,2016-06-22 00:29:47,37.69278,-122.101685,Hayward,CA,59.0
825,A-826,2016-06-22 00:29:20,39.267353,-121.02877,Nevada City,CA,73.4
826,A-827,2016-06-22 00:40:26,39.098984,-122.804314,Nice,CA,64.0
827,A-828,2016-06-22 01:24:26,37.785709,-122.244514,Oakland,CA,57.9
828,A-829,2016-06-22 01:23:44,37.996063,-121.785194,Antioch,CA,62.1
829,A-830,2016-06-22 01:59:16,38.558533,-122.447746,Angwin,CA,52.0
830,A-831,2016-06-22 02:01:25,37.926357,-122.060768,Walnut Creek,CA,62.1
831,A-832,2016-06-22 02:43:31,37.352432,-121.837746,San Jose,CA,64.4
832,A-833,2016-06-22 03:46:12,37.301517,-121.876823,San Jose,CA,59.0
833,A-834,2016-06-22 04:31:35,37.808498,-122.366852,San Francisco,CA,55.9
834,A-835,2016-06-22 05:53:46,37.674477,-122.100662,Hayward,CA,57.0
835,A-836,2016-06-22 05:45:14,37.549904,-122.025429,Newark,CA,57.2
836,A-837,2016-06-22 06:46:30,38.176636,-122.594177,Novato,CA,50.0
837,A-838,2016-06-22 06:40:26,37.590557,-122.36186200000002,Burlingame,CA,55.9
838,A-839,2016-06-22 07:07:21,38.606236,-121.508064,Sacramento,CA,64.4
839,A-840,2016-06-22 08:01:02,37.57436,-121.88523899999998,Sunol,CA,62.1
840,A-841,2016-06-22 08:43:06,38.692123,-120.886917,Placerville,CA,77.0
841,A-842,2016-06-22 09:11:07,38.242306,-122.08654,Fairfield,CA,62.1
842,A-843,2016-06-22 09:16:22,37.036915,-122.042366,Scotts Valley,CA,57.0
843,A-844,2016-06-22 09:12:40,37.708939,-121.723686,Livermore,CA,66.0
844,A-845,2016-06-22 09:26:11,38.094425,-120.944992,Linden,CA,80.1
845,A-846,2016-06-22 09:47:26,37.359665,-121.995987,Santa Clara,CA,70.0
846,A-847,2016-06-22 10:03:15,37.986759,-122.31488,San Pablo,CA,72.0
847,A-848,2016-06-22 10:04:15,37.997124,-122.286018,Pinole,CA,72.0
848,A-849,2016-06-22 10:08:16,37.488846,-122.212852,Redwood City,CA,66.2
849,A-850,2016-06-22 10:11:14,38.578747,-121.307381,Rancho Cordova,CA,73.4
850,A-851,2016-06-22 10:21:08,37.598789,-122.060852,Union City,CA,61.0
851,A-852,2016-06-22 10:18:36,38.005135,-122.037445,Concord,CA,72.0
852,A-853,2016-06-22 10:14:58,37.701225,-121.92247,Dublin,CA,70.0
853,A-854,2016-06-22 10:17:01,38.686363,-121.33287,Sacramento,CA,75.2
854,A-855,2016-06-22 10:26:47,37.506924,-122.341293,Redwood City,CA,66.2
855,A-856,2016-06-22 10:22:06,36.666836,-121.684853,Salinas,CA,64.0
856,A-857,2016-06-22 10:33:41,37.798454,-122.274803,Oakland,CA,61.0
857,A-858,2016-06-22 10:49:43,38.522472,-121.521584,Sacramento,CA,77.0
858,A-859,2016-06-22 11:00:11,38.069008,-122.53876499999998,Novato,CA,69.8
859,A-860,2016-06-22 11:02:15,38.149895,-122.451241,Petaluma,CA,68.0
860,A-861,2016-06-22 10:53:26,37.910786,-122.31713899999998,Richmond,CA,75.0
861,A-862,2016-06-22 10:54:18,37.861332,-122.210243,Orinda,CA,75.0
862,A-863,2016-06-22 10:58:22,36.992775,-121.957268,Soquel,CA,66.9
863,A-864,2016-06-22 10:57:43,36.609657,-121.898407,Monterey,CA,57.9
864,A-865,2016-06-22 10:52:25,37.700855,-121.81778,Livermore,CA,75.0
865,A-866,2016-06-22 10:57:10,36.676228,-121.701744,Salinas,CA,63.0
866,A-867,2016-06-22 11:04:27,38.100746,-122.229858,Vallejo,CA,69.1
867,A-868,2016-06-22 11:05:21,37.495384,-121.923294,Fremont,CA,66.9
868,A-869,2016-06-22 11:03:22,37.434715,-121.888161,Milpitas,CA,72.0
869,A-870,2016-06-22 11:11:09,37.588905,-121.870926,Sunol,CA,75.0
870,A-871,2016-06-22 11:21:36,38.022526,-122.262299,Hercules,CA,75.0
871,A-872,2016-06-22 11:19:53,37.740906,-122.196472,Oakland,CA,62.1
872,A-873,2016-06-22 11:18:40,38.02545900000001,-122.112236,Martinez,CA,75.0
873,A-874,2016-06-22 11:24:04,37.605614,-121.872658,Sunol,CA,78.1
874,A-875,2016-06-22 11:13:07,36.624298,-121.841774,Seaside,CA,57.9
875,A-876,2016-06-22 11:23:11,37.318287,-121.831551,San Jose,CA,77.0
876,A-877,2016-06-22 11:19:52,38.510151,-121.459702,Sacramento,CA,77.0
877,A-878,2016-06-22 11:17:24,38.644184,-121.38831299999998,Sacramento,CA,80.6
878,A-879,2016-06-22 11:24:03,38.559532,-121.373085,Sacramento,CA,82.4
879,A-880,2016-06-22 11:26:59,37.74055900000001,-121.58578500000002,Tracy,CA,78.1
880,A-881,2016-06-22 11:45:37,37.997124,-122.286018,Pinole,CA,78.1
881,A-882,2016-06-22 11:40:37,37.337513,-122.059784,Cupertino,CA,69.1
882,A-883,2016-06-22 12:09:08,37.276817,-122.007233,Saratoga,CA,72.0
883,A-884,2016-06-22 12:04:35,38.494873,-121.45028700000002,Sacramento,CA,81.0
884,A-885,2016-06-22 12:03:52,38.409306,-121.35331,Elk Grove,CA,81.0
885,A-886,2016-06-22 12:24:23,37.89658,-122.071281,Walnut Creek,CA,81.0
886,A-887,2016-06-22 12:22:52,37.955479,-121.324814,Stockton,CA,88.0
887,A-888,2016-06-22 12:42:09,38.022526,-122.262299,Hercules,CA,81.0
888,A-889,2016-06-22 12:29:21,37.687485,-122.133484,San Leandro,CA,64.0
889,A-890,2016-06-22 12:41:12,37.334255,-122.032471,Cupertino,CA,69.1
890,A-891,2016-06-22 12:31:22,37.381866,-121.963829,Santa Clara,CA,73.9
891,A-892,2016-06-22 12:46:58,37.704407,-122.394241,Brisbane,CA,63.0
892,A-893,2016-06-22 12:43:29,38.169338,-122.199928,American Canyon,CA,73.9
893,A-894,2016-06-22 12:56:27,37.795124,-122.266594,Oakland,CA,64.9
894,A-895,2016-06-22 12:53:01,37.276817,-122.007233,Saratoga,CA,73.9
895,A-896,2016-06-22 13:05:41,37.756107,-122.392464,San Francisco,CA,64.9
896,A-897,2016-06-22 13:05:08,37.793484,-122.263992,Oakland,CA,64.9
897,A-898,2016-06-22 13:18:24,37.877388,-122.184158,Orinda,CA,81.0
898,A-899,2016-06-22 13:19:25,38.478897,-121.421066,Sacramento,CA,84.0
899,A-900,2016-06-22 13:42:52,37.54932,-122.292496,San Mateo,CA,71.6
900,A-901,2016-06-22 13:42:22,38.588772,-121.404259,Sacramento,CA,89.6
901,A-902,2016-06-22 13:54:49,37.76329000000001,-122.216171,Oakland,CA,64.9
902,A-903,2016-06-22 13:53:36,37.994179,-122.074287,Martinez,CA,82.9
903,A-904,2016-06-22 14:00:36,38.641266,-121.473755,Sacramento,CA,89.6
904,A-905,2016-06-22 14:00:36,38.631653,-121.397972,Sacramento,CA,89.6
905,A-906,2016-06-22 14:04:35,37.560719,-122.035637,Newark,CA,69.8
906,A-907,2016-06-22 14:04:29,38.343533,-121.335594,Wilton,CA,89.6
907,A-908,2016-06-22 14:16:51,38.546047,-121.509056,Sacramento,CA,87.1
908,A-909,2016-06-22 14:31:14,38.026489,-121.960167,Pittsburg,CA,84.0
909,A-910,2016-06-22 14:29:28,39.202377,-121.062012,Grass Valley,CA,84.2
910,A-911,2016-06-22 14:40:35,36.988647,-121.982933,Santa Cruz,CA,71.1
911,A-912,2016-06-22 14:50:47,37.539642,-121.923859,Fremont,CA,70.0
912,A-913,2016-06-22 14:52:35,38.116135,-121.395554,Lodi,CA,95.0
913,A-914,2016-06-22 14:56:21,38.23616,-122.461472,Sonoma,CA,75.2
914,A-915,2016-06-22 15:22:39,38.676525,-121.359612,Sacramento,CA,93.2
915,A-916,2016-06-22 15:36:39,37.784885,-122.39267,San Francisco,CA,66.0
916,A-917,2016-06-22 15:37:17,37.351471,-121.91433700000002,San Jose,CA,75.0
917,A-918,2016-06-22 15:54:24,38.937412,-121.095352,Auburn,CA,91.4
918,A-919,2016-06-22 15:55:13,38.772587,-121.253479,Roseville,CA,93.2
919,A-920,2016-06-22 15:55:51,39.300751,-121.029884,Nevada City,CA,84.2
920,A-921,2016-06-22 16:30:45,37.410072,-121.879219,Milpitas,CA,73.0
921,A-922,2016-06-22 16:45:30,38.675251,-121.352432,Sacramento,CA,93.2
922,A-923,2016-06-22 16:50:46,38.667656,-121.33844,Sacramento,CA,93.2
923,A-924,2016-06-22 16:44:48,38.678547,-121.235008,Orangevale,CA,93.2
924,A-925,2016-06-22 16:44:23,39.143547,-121.061333,Grass Valley,CA,86.0
925,A-926,2016-06-22 17:47:35,38.552616,-121.69381,Davis,CA,89.6
926,A-927,2016-06-22 17:44:46,37.570854,-122.032478,Fremont,CA,63.0
927,A-928,2016-06-22 17:56:42,38.945255,-121.046089,Auburn,CA,91.4
928,A-929,2016-06-22 18:06:34,38.929756,-121.08866100000002,Auburn,CA,91.4
929,A-930,2016-06-22 18:13:45,37.31652800000001,-121.911858,San Jose,CA,72.0
930,A-931,2016-06-22 18:26:43,37.315025,-121.909073,San Jose,CA,71.1
931,A-932,2016-06-22 18:45:07,37.830669,-122.293343,Emeryville,CA,63.0
932,A-933,2016-06-22 18:54:05,37.641117,-122.406021,South San Francisco,CA,62.1
933,A-934,2016-06-22 18:52:35,37.693237,-122.052116,Castro Valley,CA,64.0
934,A-935,2016-06-22 19:02:49,37.852394,-122.029083,Alamo,CA,75.9
935,A-936,2016-06-22 18:53:20,38.373032,-121.358482,Elk Grove,CA,84.0
936,A-937,2016-06-22 19:21:16,38.64341,-121.434265,Sacramento,CA,86.0
937,A-938,2016-06-22 19:27:10,38.537041,-121.739067,Davis,CA,84.2
938,A-939,2016-06-22 19:25:00,38.559505,-121.467201,Sacramento,CA,78.1
939,A-940,2016-06-22 19:38:29,38.546028,-121.509315,Sacramento,CA,78.1
940,A-941,2016-06-22 19:39:03,38.942398,-121.09426100000002,Auburn,CA,87.8
941,A-942,2016-06-22 19:50:32,38.618366,-121.529411,Sacramento,CA,82.4
942,A-943,2016-06-22 19:49:43,37.779552,-121.314514,Lathrop,CA,81.0
943,A-944,2016-06-22 19:52:44,37.851658,-121.282875,Lathrop,CA,81.0
944,A-945,2016-06-22 19:58:19,38.64315,-121.434677,Sacramento,CA,82.4
945,A-946,2016-06-22 20:07:30,38.658169,-120.969086,Cameron Park,CA,75.2
946,A-947,2016-06-22 20:20:55,37.638012,-121.324409,Tracy,CA,81.0
947,A-948,2016-06-22 20:42:15,37.31638,-121.951538,San Jose,CA,64.0
948,A-949,2016-06-22 20:51:12,38.767025,-121.253128,Roseville,CA,77.0
949,A-950,2016-06-22 21:10:41,39.233013,-121.03894,Grass Valley,CA,75.2
950,A-951,2016-06-22 21:44:20,38.651775,-121.382942,North Highlands,CA,75.2
951,A-952,2016-06-22 22:01:43,37.634174,-122.414825,San Bruno,CA,57.0
952,A-953,2016-06-22 22:02:42,37.581238,-122.049042,Fremont,CA,59.0
953,A-954,2016-06-22 22:08:03,38.601833,-121.382904,Sacramento,CA,71.6
954,A-955,2016-06-22 22:23:58,38.236176,-122.461472,Sonoma,CA,53.6
955,A-956,2016-06-22 22:22:53,37.785542,-122.39138,San Francisco,CA,59.0
956,A-957,2016-06-22 22:34:05,37.62746,-120.99706299999998,Modesto,CA,78.1
957,A-958,2016-06-22 22:42:15,38.761791,-120.915413,Placerville,CA,69.8
958,A-959,2016-06-22 23:26:28,38.229401,-122.116844,Fairfield,CA,55.9
959,A-960,2016-06-22 23:28:00,37.327499,-121.878082,San Jose,CA,59.0
960,A-961,2016-06-22 23:54:48,37.750488,-121.379982,Tracy,CA,66.0
961,A-962,2016-06-23 00:12:46,37.37682,-121.941536,San Jose,CA,59.0
962,A-963,2016-06-23 01:32:38,37.38965200000001,-122.163582,Los Altos,CA,55.9
963,A-964,2016-06-23 01:32:06,37.70306,-122.07856,Castro Valley,CA,57.0
964,A-965,2016-06-23 01:37:25,37.323593,-121.940826,San Jose,CA,57.9
965,A-966,2016-06-23 02:30:30,37.690514,-121.918709,Pleasanton,CA,55.0
966,A-967,2016-06-23 02:22:17,37.656654,-121.901588,Pleasanton,CA,55.9
967,A-968,2016-06-23 02:48:04,37.753693,-122.151398,Oakland,CA,55.9
968,A-969,2016-06-23 03:04:28,38.227737,-122.120537,Fairfield,CA,54.0
969,A-970,2016-06-23 03:33:33,37.769375,-122.405533,San Francisco,CA,54.0
970,A-971,2016-06-23 03:34:59,37.696819,-122.071869,Castro Valley,CA,57.0
971,A-972,2016-06-23 06:12:18,37.8745,-122.306038,Berkeley,CA,55.9
972,A-973,2016-06-23 06:42:10,37.752502,-122.403008,San Francisco,CA,57.9
973,A-974,2016-06-23 07:26:37,37.7883,-121.300407,Lathrop,CA,68.0
974,A-975,2016-06-23 07:10:03,38.860706,-121.300247,Lincoln,CA,64.4
975,A-976,2016-06-23 07:12:38,37.86365900000001,-121.218956,Stockton,CA,62.1
976,A-977,2016-06-23 08:42:50,37.54723,-122.37265,Burlingame,CA,59.0
977,A-978,2016-06-23 08:48:31,37.33442700000001,-121.936485,San Jose,CA,64.0
978,A-979,2016-06-23 09:00:24,36.950603,-121.523094,Gilroy,CA,64.4
979,A-980,2016-06-23 08:59:12,38.660831,-121.337288,Sacramento,CA,68.0
980,A-981,2016-06-23 09:29:19,38.222748,-122.12883,Fairfield,CA,66.0
981,A-982,2016-06-23 09:20:26,37.343258,-121.846283,San Jose,CA,66.2
982,A-983,2016-06-23 09:22:33,37.777836,-121.317451,Lathrop,CA,72.0
983,A-984,2016-06-23 09:28:40,38.722092,-121.22583799999998,Roseville,CA,71.6
984,A-985,2016-06-23 09:38:38,38.246796,-122.627808,Petaluma,CA,64.4
985,A-986,2016-06-23 09:36:50,38.661053,-121.359779,Sacramento,CA,71.6
986,A-987,2016-06-23 09:30:59,37.813274,-121.034325,Escalon,CA,79.0
987,A-988,2016-06-23 09:57:56,37.731277,-122.435219,San Francisco,CA,61.0
988,A-989,2016-06-23 09:50:39,37.315239,-121.914902,San Jose,CA,68.0
989,A-990,2016-06-23 09:52:09,37.328579,-121.871277,San Jose,CA,68.0
990,A-991,2016-06-23 10:01:11,37.882004,-121.641479,Byron,CA,71.1
991,A-992,2016-06-23 09:55:31,38.835583,-121.168533,Penryn,CA,78.8
992,A-993,2016-06-23 10:14:53,37.933201,-122.046196,Walnut Creek,CA,75.0
993,A-994,2016-06-23 10:17:23,37.657974,-121.902954,Pleasanton,CA,71.1
994,A-995,2016-06-23 10:19:30,38.562939,-121.641922,Davis,CA,75.2
995,A-996,2016-06-23 10:31:07,38.022778,-121.965698,Pittsburg,CA,78.1
996,A-997,2016-06-23 10:22:09,37.656654,-121.901588,Pleasanton,CA,71.1
997,A-998,2016-06-23 10:31:51,38.690273,-121.392136,North Highlands,CA,77.0
998,A-999,2016-06-23 10:32:51,38.68111,-121.333244,Citrus Heights,CA,77.0
999,A-1000,2016-06-23 10:31:12,38.653061,-121.070541,El Dorado Hills,CA,77.0
1000,A-1001,2016-06-23 10:42:49,37.701363,-121.849533,Pleasanton,CA,75.9
1001,A-1002,2016-06-23 10:34:49,37.359573,-121.841133,San Jose,CA,75.2
1002,A-1003,2016-06-23 10:40:13,38.496124,-121.390579,Sacramento,CA,78.1
1003,A-1004,2016-06-23 10:41:17,38.578369,-121.308044,Rancho Cordova,CA,77.0
1004,A-1005,2016-06-23 10:46:36,37.46876500000001,-122.155205,Menlo Park,CA,68.0
1005,A-1006,2016-06-23 10:48:42,37.700855,-121.81778,Livermore,CA,75.9
1006,A-1007,2016-06-23 10:55:43,38.216862,-122.13784,Fairfield,CA,70.0
1007,A-1008,2016-06-23 10:55:44,38.524895,-121.467789,Sacramento,CA,78.1
1008,A-1009,2016-06-23 10:54:58,38.510448,-121.460121,Sacramento,CA,78.1
1009,A-1010,2016-06-23 10:59:32,37.734898,-122.408661,San Francisco,CA,64.0
1010,A-1011,2016-06-23 10:58:32,37.488846,-122.212852,Redwood City,CA,66.2
1011,A-1012,2016-06-23 11:08:38,37.643707,-122.093231,Hayward,CA,70.0
1012,A-1013,2016-06-23 11:00:44,37.74287,-121.561752,Tracy,CA,75.9
1013,A-1014,2016-06-23 11:10:15,38.72451,-121.290306,Roseville,CA,80.6
1014,A-1015,2016-06-23 11:22:34,37.732208,-122.414513,San Francisco,CA,64.0
1015,A-1016,2016-06-23 11:29:52,37.932659,-122.325897,Richmond,CA,82.0
1016,A-1017,2016-06-23 11:31:02,37.920879,-122.317947,El Cerrito,CA,82.0
1017,A-1018,2016-06-23 11:42:47,37.627132,-122.430923,San Bruno,CA,66.9
1018,A-1019,2016-06-23 11:37:34,37.420315,-121.939934,San Jose,CA,78.1
1019,A-1020,2016-06-23 11:51:30,37.700951,-121.80175,Livermore,CA,81.0
1020,A-1021,2016-06-23 12:04:13,37.552235,-122.308876,San Mateo,CA,71.6
1021,A-1022,2016-06-23 12:11:21,37.764633,-122.405113,San Francisco,CA,66.9
1022,A-1023,2016-06-23 12:05:46,37.825237,-122.305832,Oakland,CA,68.0
1023,A-1024,2016-06-23 12:10:20,37.783794,-122.178375,Oakland,CA,68.0
1024,A-1025,2016-06-23 12:05:00,37.35236,-121.968605,Santa Clara,CA,78.1
1025,A-1026,2016-06-23 12:06:39,37.364319,-121.90184,San Jose,CA,78.1
1026,A-1027,2016-06-23 12:08:34,36.58207700000001,-121.899719,Monterey,CA,61.0
1027,A-1028,2016-06-23 12:12:10,37.70248400000001,-121.740356,Livermore,CA,81.0
1028,A-1029,2016-06-23 12:15:04,37.705254,-121.733032,Livermore,CA,81.0
1029,A-1030,2016-06-23 12:34:23,37.444141,-122.267685,Redwood City,CA,75.2
1030,A-1031,2016-06-23 12:39:50,38.313229,-122.488098,Sonoma,CA,77.0
1031,A-1032,2016-06-23 12:40:41,37.152908,-121.652679,Morgan Hill,CA,82.4
1032,A-1033,2016-06-23 12:46:31,37.480171,-122.406914,Half Moon Bay,CA,60.8
1033,A-1034,2016-06-23 13:05:26,38.228519,-121.970352,Suisun City,CA,85.3
1034,A-1035,2016-06-23 12:56:39,38.15519000000001,-121.676437,Isleton,CA,85.3
1035,A-1036,2016-06-23 12:58:28,38.553505,-121.409332,Sacramento,CA,84.2
1036,A-1037,2016-06-23 13:05:56,37.371944,-121.917366,San Jose,CA,80.1
1037,A-1038,2016-06-23 13:06:36,37.701363,-121.849533,Pleasanton,CA,82.9
1038,A-1039,2016-06-23 13:27:16,36.973698,-121.982666,Santa Cruz,CA,77.0
1039,A-1040,2016-06-23 13:24:03,37.700855,-121.81778,Livermore,CA,86.0
1040,A-1041,2016-06-23 13:30:27,38.15519000000001,-121.676437,Isleton,CA,88.0
1041,A-1042,2016-06-23 13:26:32,38.637241,-121.411476,Sacramento,CA,80.6
1042,A-1043,2016-06-23 13:27:25,38.661057,-121.364296,Sacramento,CA,80.6
1043,A-1044,2016-06-23 13:41:25,37.945309,-122.058144,Pleasant Hill,CA,89.1
1044,A-1045,2016-06-23 13:43:41,37.179729,-121.994476,Los Gatos,CA,80.1
1045,A-1046,2016-06-23 13:58:07,37.722076,-121.531799,Tracy,CA,86.0
1046,A-1047,2016-06-23 13:57:28,37.754169,-121.435043,Tracy,CA,91.0
1047,A-1048,2016-06-23 13:55:28,38.050018,-121.014732,Linden,CA,91.0
1048,A-1049,2016-06-23 14:12:22,37.997124,-122.286018,Pinole,CA,89.1
1049,A-1050,2016-06-23 14:18:52,38.253296,-122.392021,Sonoma,CA,77.0
1050,A-1051,2016-06-23 14:14:12,38.707462,-121.309219,Citrus Heights,CA,80.6
1051,A-1052,2016-06-23 14:40:44,37.965424,-122.332581,San Pablo,CA,87.1
1052,A-1053,2016-06-23 14:40:26,38.560844,-121.76767,Davis,CA,86.0
1053,A-1054,2016-06-23 14:41:19,38.64922,-121.292023,Fair Oaks,CA,91.4
1054,A-1055,2016-06-23 14:48:27,38.256031,-122.327896,Napa,CA,84.0
1055,A-1056,2016-06-23 14:53:08,37.33255,-122.055733,Cupertino,CA,79.0
1056,A-1057,2016-06-23 14:58:12,37.700802,-121.92276,Pleasanton,CA,86.0
1057,A-1058,2016-06-23 15:28:19,38.5536,-121.690643,Davis,CA,86.0
1058,A-1059,2016-06-23 15:26:19,38.62479,-121.517189,Sacramento,CA,86.0
1059,A-1060,2016-06-23 15:44:09,38.553349,-121.436615,Sacramento,CA,90.0
1060,A-1061,2016-06-23 16:46:10,38.633633,-121.500381,Sacramento,CA,86.0
1061,A-1062,2016-06-23 17:51:08,37.763535,-121.418747,Tracy,CA,89.1
1062,A-1063,2016-06-23 18:10:16,38.64056400000001,-121.47773,Sacramento,CA,86.0
1063,A-1064,2016-06-23 18:33:58,38.28014,-121.457268,Elk Grove,CA,81.0
1064,A-1065,2016-06-23 18:39:23,37.961109,-121.334251,Stockton,CA,84.0
1065,A-1066,2016-06-23 18:55:32,37.959778,-122.330673,San Pablo,CA,78.1
1066,A-1067,2016-06-23 18:52:09,37.817074,-122.271614,Oakland,CA,70.0
1067,A-1068,2016-06-23 18:50:13,38.671021,-121.549782,Sacramento,CA,87.1
1068,A-1069,2016-06-23 19:31:21,37.64072,-122.095894,Hayward,CA,64.9
1069,A-1070,2016-06-23 19:31:36,37.708939,-121.723686,Livermore,CA,68.0
1070,A-1071,2016-06-23 19:26:03,38.56369,-121.636627,Davis,CA,82.4
1071,A-1072,2016-06-23 19:26:59,38.303558,-121.462143,Elk Grove,CA,75.9
1072,A-1073,2016-06-23 19:56:23,37.948418,-121.300972,Stockton,CA,77.0
1073,A-1074,2016-06-23 22:27:06,37.641117,-122.406021,South San Francisco,CA,57.9
1074,A-1075,2016-06-23 22:26:22,37.318844,-121.902023,San Jose,CA,64.0
1075,A-1076,2016-06-23 23:47:46,37.006371,-121.975777,Santa Cruz,CA,59.0
1076,A-1077,2016-06-24 00:02:45,39.149601,-120.899033,Colfax,CA,66.2
1077,A-1078,2016-06-24 01:31:16,37.798405,-122.185043,Oakland,CA,57.9
1078,A-1079,2016-06-24 01:31:47,38.242207,-121.805618,Suisun City,CA,61.0
1079,A-1080,2016-06-24 02:05:59,37.769646,-122.417847,San Francisco,CA,55.9
1080,A-1081,2016-06-24 02:20:24,37.734898,-122.408661,San Francisco,CA,55.9
1081,A-1082,2016-06-24 02:20:55,37.91497800000001,-122.065956,Walnut Creek,CA,62.1
1082,A-1083,2016-06-24 03:04:15,38.565319,-122.844475,Windsor,CA,54.0
1083,A-1084,2016-06-24 03:23:33,38.30854,-122.478676,Sonoma,CA,51.8
1084,A-1085,2016-06-24 03:33:31,37.785542,-122.39138,San Francisco,CA,57.0
1085,A-1086,2016-06-24 05:27:39,38.445377,-121.804077,Dixon,CA,55.4
1086,A-1087,2016-06-24 05:55:18,37.825397,-122.304802,Oakland,CA,57.0
1087,A-1088,2016-06-24 06:17:30,37.468521,-122.292183,Redwood City,CA,57.2
1088,A-1089,2016-06-24 07:59:05,37.994461,-122.069885,Martinez,CA,63.0
1089,A-1090,2016-06-24 07:36:05,37.56221,-121.905434,Sunol,CA,59.0
1090,A-1091,2016-06-24 08:14:11,37.825237,-122.305832,Oakland,CA,57.0
1091,A-1092,2016-06-24 08:24:50,37.255516,-121.955734,Los Gatos,CA,64.0
1092,A-1093,2016-06-24 08:36:26,37.57436,-121.88523899999998,Sunol,CA,63.0
1093,A-1094,2016-06-24 08:20:52,37.354122,-121.866264,San Jose,CA,62.6
1094,A-1095,2016-06-24 09:01:21,38.53627,-121.447952,Sacramento,CA,66.9
1095,A-1096,2016-06-24 09:14:07,37.68129,-121.159447,Modesto,CA,72.0
1096,A-1097,2016-06-24 09:15:40,37.546719,-122.022758,Fremont,CA,62.6
1097,A-1098,2016-06-24 09:16:51,38.803173,-121.205345,Rocklin,CA,71.6
1098,A-1099,2016-06-24 09:34:09,38.169338,-122.199928,American Canyon,CA,64.0
1099,A-1100,2016-06-24 09:53:22,37.910786,-122.31713899999998,Richmond,CA,73.0
1100,A-1101,2016-06-24 09:50:10,38.38042100000001,-121.477669,Elk Grove,CA,72.0
1101,A-1102,2016-06-24 09:57:02,38.639168,-121.384186,Sacramento,CA,80.6
1102,A-1103,2016-06-24 09:55:36,38.642067,-121.380585,Sacramento,CA,80.6
1103,A-1104,2016-06-24 10:08:35,37.825397,-122.304802,Oakland,CA,61.0
1104,A-1105,2016-06-24 10:12:07,37.34737,-121.841576,San Jose,CA,68.0
1105,A-1106,2016-06-24 10:15:39,37.910786,-122.31713899999998,Richmond,CA,73.0
1106,A-1107,2016-06-24 10:14:25,38.496033,-121.446091,Sacramento,CA,72.0
1107,A-1108,2016-06-24 10:31:04,37.966309,-122.322304,San Pablo,CA,75.9
1108,A-1109,2016-06-24 10:45:44,39.147251,-121.031898,Grass Valley,CA,75.2
1109,A-1110,2016-06-24 10:50:15,37.506687,-122.338402,Redwood City,CA,66.2
1110,A-1111,2016-06-24 10:47:57,36.578545,-121.727089,Salinas,CA,63.0
1111,A-1112,2016-06-24 10:50:32,38.55061,-121.422722,Sacramento,CA,75.0
1112,A-1113,2016-06-24 10:56:19,38.55962,-121.266693,Mather,CA,73.4
1113,A-1114,2016-06-24 11:00:05,37.409328,-121.99865,Sunnyvale,CA,68.0
1114,A-1115,2016-06-24 11:02:47,37.328579,-121.871277,San Jose,CA,70.0
1115,A-1116,2016-06-24 11:05:00,37.784817,-121.306778,Lathrop,CA,77.0
